hospital_id,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,GRD
101100,14514.0,1699288.0,13432.0,4044.0,
102100,15994.0,1869182.0,13302.0,2449.0,
103100,18405.0,2506072.0,15035.0,0.0,
103101,8435.0,976919.0,4912.0,0.0,
104100,11055.0,991157.0,9378.0,0.0,
105100,11489.0,1588177.0,10450.0,0.0,
105101,11764.0,1104552.0,12554.0,0.0,
105102,7248.0,1517344.0,7884.0,0.0,
106100,13689.0,1521617.0,8697.0,0.0,
106102,3424.0,520307.0,2833.0,0.0,
106103,6034.0,694754.0,3122.0,0.0,
107100,16105.0,1802356.0,12135.0,0.0,
107101,7854.0,1062580.0,7660.0,0.0,
107102,5942.0,502820.0,4327.0,1458.0,
108100,7961.0,970678.0,6834.0,0.0,
108101,6862.0,628059.0,7635.0,0.0,
109100,21435.0,3586645.0,35143.0,0.0,
109101,5640.0,650441.0,6028.0,0.0,
109102,1963.0,88501.0,0.0,0.0,
109103,2782.0,366689.0,3504.0,0.0,
110100,17748.0,4088431.0,15558.0,83.0,
110110,2806.0,212583.0,5553.0,0.0,
110120,18096.0,2125513.0,20832.0,0.0,
110150,6137.0,733434.0,4934.0,962.0,
111100,7526.0,1432381.0,7540.0,4526.0,
111101,15075.0,2585857.0,11680.0,8346.0,
111195,10467.0,1704336.0,9881.0,5668.0,
112100,9907.0,2236923.0,15996.0,0.0,
112101,13500.0,91838.0,6698.0,0.0,
112102,6771.0,833643.0,7120.0,0.0,
112103,3086.0,631857.0,1907.0,0.0,
112104,2791.0,319340.0,2934.0,0.0,
112105,115.0,417.0,0.0,0.0,
112106,1333.0,484.0,0.0,0.0,
113100,28052.0,3573751.0,22761.0,8585.0,
113130,6302.0,432051.0,4574.0,1829.0,
113180,11991.0,1620486.0,8395.0,0.0,
114101,36912.0,3741831.0,33560.0,0.0,
114103,13505.0,2232018.0,7754.0,1536.0,
114105,14151.0,1146278.0,9868.0,2855.0,
115100,19154.0,2901830.0,19234.0,6232.0,
115107,6175.0,932316.0,6692.0,0.0,
116100,10572.0,2429098.0,10257.0,0.0,
116105,22215.0,4034170.0,20944.0,0.0,
116108,9808.0,1591037.0,9499.0,0.0,
117101,16357.0,2303239.0,17483.0,3079.0,
117102,5887.0,726269.0,5511.0,0.0,
118100,25427.0,4197336.0,23325.0,17865.0,
118105,4938.0,683222.0,1742.0,9905.0,
118106,3037.0,657610.0,2602.0,8710.0,
119100,15455.0,2858558.0,15373.0,0.0,
119101,2813.0,712085.0,2457.0,1490.0,
120101,20326.0,3103882.0,12894.0,617.0,
121109,21395.0,3067332.0,17906.0,7364.0,
122100,14884.0,2096992.0,13736.0,7880.0,
123100,14316.0,2557651.0,12615.0,0.0,
124105,20892.0,2452096.0,16511.0,3000.0,
125100,7091.0,1312109.0,3933.0,0.0,
126100,9152.0,1036833.0,7941.0,0.0,
129100,6871.0,866384.0,6006.0,7695.0,
129106,5526.0,667843.0,4290.0,3878.0,
133150,5706.0,772479.0,6061.0,2642.0,
